id,year_reported_to_cdp, account_number, organization, city, country, cdp_region, reporting_authority, access, climate_hazard, adaptation_action, action_title, status_of_action, co_benefit_area, action_description_and_implementation_progress, finance_status, total_cost_of_project, total_cost_provided_by_the_local_government, primary_source_fund, web_link, population, population_year, city_location, last_update,,,,,,,,,,,,,,,
69,2019,59644,"City of Culver City, CA",Culver City,United States of America,North America,CDP Cities,public,Water Scarcity > Drought,Storm water capture systems,Culver City Stormwater Capture Projects,Operation,"Enhanced climate change adaptation, Enhanced resilience, Greening the economy, Improved public health, Improved resource efficiency (e.g. food, water, energy), Improved resource quality (e.g. air, water), Improved resource security (e.g. food, water, energy), Job creation, Resource conservation (e.g. soil, water), Social community and labour improvements","A series of rain gardens were installed to improve the conditions of the stormwater entering Ballona Creek. Rain gardens can reduce or eliminate pollutants such as metals, bacteria, and toxins from entering Ballona Creek and can contribute to the improvement of water quality. Cisterns have been installed in some locations to supplement local irrigation needs.Rain gardens at Overland Avenue, completed May 2011, divert surface run-off from approximately 3 acres from the adjacent Culver City Middle School and High School parking area and playground for infiltration. The Public Work Maintenance Yard Rain Garden & Cistern, completed March 2014, diverts on-site surface run-off from approximately 1.7 acres from Public Work Maintenance Yard for infiltration. Roof run-off is diverted into a 3,000-gallon cistern to supplement the irrigation needs. The Baldwin Avenue Rain Garden, completed June 2012, diverts surface run-off from approximately 5 acres of residential area into four parkway rain gardens for infiltration. The Lindblade Street Demonstration Rain Garden, completed August 2015, diverts roof run-off from an adjacent 5800 square foot commercial building for infiltration. The demonstration project was a public-private partnership and included volunteers from the local community who helped to plant the garden. The Transfer Station Rain Garden & Cistern, completed in 2018, diverts on-site surface run-off from approximately 14,000 square feet of parking and drive aisle area and a 7,000 square foot area from roof run-off for infiltration. Roof run-off is diverted into a 1,400-gallon cistern to supplement the irrigation.As part of the Ballona Creek Watershed Management Group, Culver City collaborated with neighboring jurisdictions in the development of the Ballona Creek Enhanced Watershed Management Program (EWMP) Plan. The EWMP Plan provides a blueprint for how to best manage urban runoff to provide for cleaner watersheds through regional collaboration. It describes a compliance pathway that Los Angeles County Municipal Separate Storm Sewer System (MS4) Permittees in the watershed will use to fulfill requirements contained in the 2012 MS4 Permit.Culver City is implementing the EWMP through a series of projects. The Culver Boulevard Stormwater Median Project is a subsurface retention and filtration project.  Currently in the design phase, it consists of an underground stormwater containment structure below the existing raised median that will divert stormwater and run-off from approximately 300 + acres of drainage area north of Culver Blvd. The stormwater and urban run-off will be collected and retained to irrigate the landscape above. In the future, it may be used to irrigate Veterans and Lindberg Parks. Excess stormwater and urban run-off will be filtered to a level in compliance with total maximum daily loads and discharged back to the storm drain system downstream of the project. Construction is anticipated to begin in May 2019.Another project that is in the design phase is the Washington Boulevard Stormwater Diversion Project, which is part of the Marina del Rey EMWP Plan. This project proposes to divert and capture stormwater and urban runoff from approximately 42 acres of drainage area that currently drains to Marina Del Rey Harbor. The project will be an underground system that diverts the run-off to the sanitary sewer system to be conveyed to the City of Los Angeles’ Hyperion Treatment Plant for treatment. Construction is anticipated to begin in May 2019.As part of EWMP implementation, the City will also be developing a Green Streets Masterplan that will generate future stormwater projects citywide.  In addition to stormwater management, benefits include pedestrian safety and traffic calming, street tree canopy and heat",Finance secured,26910000,16116204,Local,https://www.culvercity.org/live/home-property/residential-recycling-trash-services/stormwater,39860,2018,POINT (-118.4 34.02),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
70,2019,826380,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),,Mexico,Latin America,CDP Cities,public,Extreme Precipitation > Rain storm,Soil retention strategies,"Implementación de técnicas y capacitación de personal para realizar obras de conservación de suelos, y restauración.",Implementation,"Disaster preparedness, Disaster Risk Reduction, Enhanced climate change adaptation, Enhanced resilience",,Pre-feasibility study status,,,(Sub)national,https://semadet.jalisco.gob.mx/,144000,2015,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
71,2018,74423,"City of Key West, FL",Key West,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Permanent inundation,Incorporating climate change into long-term planning documents,,Complete,,,,,,,,26990,2016,POINT (24.5551 81.78),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
72,2019,59631,"City of San Leandro, CA",San Leandro,United States of America,North America,"CDP Cities, Global Covenant of Mayors",public,Extreme hot temperature > Extreme hot days,Heat mapping and thermal imaging,,Implementation,,Heat mapping with State tools such as Cal-Adapt currently in use,,,,,,90553,2019,POINT (-122.156 37.7249),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
73,2019,35910,Pune Municipal Corporation,Pune,India,South and West Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,,,,,,,,,,,,3402000,2011,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
74,2018,50555,City of Hamilton,Hamilton,Canada,North America,CDP Cities,public,Extreme cold days,Crisis management including warning and evacuation systems,,Operation,,"City of Hamilton Public Health Services section of the Healthy and Safe Communities Department issues Extreme Cold Warnings which triggers a variety of interventions including but limited to notifying community shelters, education on where to go and how to protect yourself.",,,,,,550700,2015,POINT (-79.8661 43.25),2019-11-29T08:49:03.203,42,,,,,,,,,,,,,,
75,2019,35862,City of Detroit,Detroit,United States of America,North America,CDP Cities,public,,,,,,,,,,,,673104,2017,POINT (-83.0457 42.3314),2019-11-29T08:56:56.313,42,,,,,,,,,,,,,,
76,2019,54356,City of Parañaque,Parañaque,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,,,,,,,,,,,,714710,2018,POINT (121.02 14.4793),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
77,2019,74594,City of Boynton Beach,Boynton Beach,United States of America,North America,"CDP Cities, Global Covenant of Mayors",public,Flood and sea level rise > Flash / surface flood,Flood mapping,,Implementation,,FEMA flood maps were updated for Palm Beach County in 2017. Upcoming vulnerability assessment will result in maps that account for future flood risk including sea level rise.,"Feasibility finalized, and finance partially secured",,,Local,,76756,2018,POINT (-80.216 26.4986),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
78,2018,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,CDP Cities,public,Heat wave,Other: Indicação de espécies arbóreas,,Implementation,,"No âmbito dos processos de licenciamento de obras particulares, bem como da intervenção nas obras públicas, é tida em linha de conta a indicação das espécies arbóreas que melhor se adaptem ao clima que nos caracteriza, mas também já às projecções climáticas já avançadas.",,,,,,38598,2017,POINT (-7.58 38.85),2019-11-29T08:49:03.203,80,,,,,,,,,,,,,,
79,2019,73789,Rafaela,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
80,2019,840349,St Davids,,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,No action currently taken,,,,,,,,,,1800,2019,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
81,2018,50566,City of Anchorage,Anchorage,United States of America,North America,CDP Cities,public,Forest fire,Other: Hazardous fuel mitigation,,Operation,,"The Anchorage Fire Department does fuel mitigation projects throughout the Municipality that involve thinning and pruning trees, removing dead material, and other actions to reduce wildfire risk.",,,,,,297483,2017,POINT (-149.9 61.2181),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
82,2018,50578,City of Windsor,Windsor,Canada,North America,CDP Cities,public,Flash/surface flood,Incorporating climate change into long-term planning documents,,Pre-implementation,,"The City of Windsor has included climate change considerations into the City's Asset Management Policy and Framework.  At this time, we are developing the business case model that will be used to systemically ask the Climate Change question when Assets are being designed and/or maintained.",,,,,,217188,2016,POINT (-83.0364 42.3149),2019-11-29T08:49:03.203,42,,,,,,,,,,,,,,
83,2019,35863,City of Durban,Durban,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Extreme hot temperature > Extreme hot days,Heat mapping and thermal imaging,Cool DurbanProject,Implementation complete but not in operation,"Disaster preparedness, Enhanced climate change adaptation, Enhanced resilience, Improved resource efficiency (e.g. food, water, energy), Social community and labour improvements",The City has integrated the outcomes of the project to the CAP.,Finance secured,,,Other: Municipal funds,,3887356,2017,POINT (31.0218 -29.8587),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
84,2018,35873,Municipality of Medellín,Medellín,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,Landslide risk mapping,,,,,,,,,,2464322,2015,POINT (-75.5735 6.22729),2019-11-29T08:49:03.203,146,,,,,,,,,,,,,,
85,2019,840926,Prefeitura de Serra Talhada,,Brazil,Latin America,"CDP Cities, Global Covenant of Mayors",public,,,,,,,,,,,,79232,2010,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
86,2018,31165,Stadt Heidelberg,Heidelberg,Germany,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,150054,2015,POINT (8.67243 49.3988),2019-11-29T08:49:03.203,38,,,,,,,,,,,,,,
87,2018,43975,Municipalidad de Magdalena del Mar,Magdalena del Mar,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Coastal flood,Flood mapping,,Pre-feasibility study,,,,,,,,59497,2017,POINT (-77.067 -12.0917),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
88,2018,54026,City of Tacoma,Tacoma,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Rain storm,Hazard resistant infrastructure design and construction,,Implementation,,"New storm water pipe is being laid in portions of downtown prone to flooding, to increase capacity. Green infrastructure has also been installed in many areas.",,,,,,211277,2016,POINT (-122.444 47.2529),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
89,2019,36410,City of Memphis,Memphis,United States of America,North America,"CDP Cities, Global Covenant of Mayors",public,Extreme hot temperature > Extreme hot days,Projects and policies targeted at those most vulnerable,,Monitoring and reporting,"Disaster preparedness, Improved public health, Social inclusion, social justice",The City opens cooling centers during extreme hot weather and regional emergency management officials provide information on how to stay safe and who to contact for help.,,,,,,650618,2018,POINT (-90.049 35.1495),2019-11-29T08:56:56.313,46,,,,,,,,,,,,,,
90,2019,73787,Tapalqué,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,,,,,,,,,,,,9178,21,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
91,2019,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,,,,,,,,,,,,29627,2019,POINT (115.861 -31.9526),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
92,2018,43907,City of Indianapolis,Indianapolis,United States of America,North America,CDP Cities,public,Rain storm,Storm water capture systems,,Implementation,,"The first leg of the Deep Rock Tunnel, a storm water storage system is complete now. The Deep Rock Tunnel is an 18 foot diameter tunnel being built 200 feet below the city that will collect and store stormwater (CSO) for treatment during non-flood conditions.  The city has adopted ordinances that, in part, attempt to protect natural resources and protect the public from acts of nature. The city’s Flood Control Ordinance carries restrictions on construction in the 100-year floodplain and the expansion of existing uses in that floodplain. The city’s Wellfield Control Ordinance attempts to safeguard drinking water sources in the city’s wellfields by requiring numerous conditions on development and by requiring review of development plans by groundwater professionals. The city’s Comprehensive Plan includes an Environmentally Sensitive Areas map that identifies steep slopes of 10% or more in order to prevent slides caused, in part, by inundation.",,,,,,863000,2017,POINT (-86.1785 39.7676),2019-11-29T08:49:03.203,46,,,,,,,,,,,,,,
93,2019,70017,Alcaldia de Palmira,Palmira,Colombia,Latin America,CDP Cities,public,Mass movement > Vector-borne disease,No action currently taken,,,,,,,,,,308671,2017,POINT (-76.3036 3.53944),2019-11-29T08:56:56.313,146,,,,,,,,,,,,,,
94,2019,834251,Municipality of Coronel Dominguez,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,,,,,,,,,,,,1231,2014,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
95,2018,60340,Prefeitura de Rio Verde,Rio Verde,Brazil,Latin America,CDP Cities,public,,,,,,,,,,,,217048,2017,POINT (-50.4892 -17.9685),2019-11-29T08:49:03.203,213,,,,,,,,,,,,,,
96,2019,55325,Município de Águeda,Águeda,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,,,,,,,,,,,,47729,2011,POINT (-8.44582 40.5753),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
97,2018,16581,City of Seattle,Seattle,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Coastal flood,Flood mapping,,Complete,,We will update the maps as new projections are released.,,,,,,725000,2017,POINT (-122.332 47.6062),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
98,2018,74594,City of Boynton Beach,Boynton Beach,United States of America,North America,CDP Cities,public,Drought,Promoting and incentivizing water efficiency,,Implementation,,Boynton Beach Utilities distributes free water conservation kits and hose nozzles to residents.,,,,,,73992,2017,POINT (-80.216 26.4986),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
99,2018,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,1021127,2017,POINT (-35.718 -9.67342),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
100,2018,54497,City of Wroclaw,Wroclaw,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Rain storm,Flood mapping,,Implementation,,,,,,,,638600,2017,POINT (17.0385 51.1079),2019-11-29T08:49:03.203,29,,,,,,,,,,,,,,
101,2019,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Storm and wind > Tornado,Community engagement/education,Climate Change Education Plan,Scoping,"Disaster preparedness, Enhanced climate change adaptation, Social community and labour improvements, Social inclusion, social justice",Develop and implement public and internal climate change education plans,Pre-feasibility study status,,,Local,,1267344,2018,POINT (-114.071 51.0486),2019-11-29T08:56:56.313,21,,,,,,,,,,,,,,
102,2018,36494,Comune di Padova,Padova,Italy,Europe,CDP Cities,public,Atmospheric CO2 concentrations,Incorporating climate change into long-term planning documents,,Implementation,,,,,,,,211210,2017,POINT (11.8768 45.4064),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
103,2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Flash/surface flood,Flood mapping,,Implementation,,Conduct a comprehensive assessment of all stormwater and wastewater infrastructure in the City and analyze how this infrastructure may be affected or compromised by increased risk of flooding events.,,,,,,63131,2016,POINT (-117.293 33.0454),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
104,2018,54048,City of Knoxville,Knoxville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Extreme winter conditions,Other: Up-to-date code suites,,Scoping,,Over the next 3-to-5 years COK will maintain up-to-date building codes with transition to 2018 ICC Code Suite.,,,,,,186239,2016,POINT (-83.9207 35.9606),2019-11-29T08:49:03.203,46,,,,,,,,,,,,,,
